,Census year,Block ID,Property ID,Base property ID,Suburb,Trading name,Business address,Industry (ANZSIC4) description,Longitude,Latitude,location,Postcode,Google Search Link,Cuisine
3105,2021,1103,599505,573403,Docklands,Espresso Dock,756B Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,144.9473509,-37.81813,"-37.81812972055, 144.94735092900342",3008,https://www.google.com/search?q=Espresso+Dock+Melbourne,Cafe
3106,2021,1103,599505,573403,Docklands,Katsu House,Shop 9 Level 4 Concourse 744 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,144.9473509,-37.81813,"-37.81812972055, 144.94735092900342",3008,https://www.google.com/search?q=Katsu+House+Melbourne,Japanese
3111,2021,1105,578096,578096,Docklands,Asuka Sushi,"Shop 21, Level 4 717 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,144.950245,-37.818658,"-37.81865753823454, 144.9502450218",3008,https://www.google.com/search?q=Asuka+Sushi+Melbourne,Japanese
3114,2021,1105,605910,605910,Docklands,Sergy Boy,"Shop 1-2, 699 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,144.9514686,-37.820201,"-37.820201186000006, 144.95146864420656",3008,https://www.google.com/search?q=Sergy+Boy+Melbourne,Australian
3117,2021,1105,609487,609487,Docklands,Nine Elephants Thai Restaurant,Part Ground 737 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,144.949069,-37.819202,"-37.81920222122055, 144.94906886145",3008,https://www.google.com/search?q=Nine+Elephants+Thai+Restaurant+Melbourne,Thai
3119,2021,1105,609488,609488,Docklands,Platform 28,82 Village Street DOCKLANDS VIC 3008,Cafes and Restaurants,144.949829,-37.81922,"-37.81922042851071, 144.94982850455",3008,https://www.google.com/search?q=Platform+28+Melbourne,Australian
3129,2021,1108,577356,577356,Docklands,Pouring for a Purpose,Part Ground 107 Victoria Harbour Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,144.9405238,-37.820034,"-37.82003429485, 144.94052378251783",3008,https://www.google.com/search?q=Pouring+for+a+Purpose+Melbourne,Australian
3136,2021,1108,611786,611786,Docklands,Off With The Ferries,Part 131-141 Harbour Esplanade DOCKLANDS VIC 3008,Cafes and Restaurants,144.945295,-37.817116,"-37.81711585817223, 144.94529483205",3008,https://www.google.com/search?q=Off+With+The+Ferries+Melbourne,Australian
3148,2021,1109,560004,560004,Docklands,Solidaire Victoria,28 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,144.9421705,-37.814361,"-37.81436129865, 144.9421704720731",3008,https://www.google.com/search?q=Solidaire+Victoria+Melbourne,Australian
3149,2021,1109,573327,573327,Docklands,Sir Basil Café & Restaurant,62 Newquay Promenade DOCKLANDS VIC 3008,Cafes and Restaurants,144.9406746,-37.814922,"-37.8149216286, 144.94067463890494",3008,https://www.google.com/search?q=Sir+Basil+Café+&+Restaurant+Melbourne,Australian
3150,2021,1109,573327,573327,Docklands,B Club Cafe,43 Caravel Lane DOCKLANDS VIC 3008,Cafes and Restaurants,144.9406746,-37.814922,"-37.8149216286, 144.94067463890494",3008,https://www.google.com/search?q=B+Club+Cafe+Melbourne,Cafe
3183,2022,1,611394,611394,Melbourne (CBD),Tokyo Maki,547 Flinders Street MELBOURNE VIC 3000,Cafes and Restaurants,144.9565138,-37.820979,"-37.8209790437, 144.9565137522286",3000,https://www.google.com/search?q=Tokyo+Maki+Melbourne,Japanese
3185,2022,6,110655,110655,Melbourne (CBD),Riverland Bar,"Vault 1-12 & 13A-13B, 1-13B Princes Walk MELBOURNE VIC 3000","Pubs, Taverns and Bars",144.9686538,-37.818679,"-37.81867874765, 144.96865384918814",3000,https://www.google.com/search?q=Riverland+Bar+Melbourne,Australian
3188,2022,11,103957,103957,Melbourne (CBD),Ibean Coffee Specialists,"Shop G1, Ground 517 Flinders Lane MELBOURNE VIC 3000",Takeaway Food Services,144.9564864,-37.819875,"-37.819875445799994, 144.95648638781466",3000,https://www.google.com/search?q=Ibean+Coffee+Specialists+Melbourne,Cafe
3190,2022,11,103957,103957,Melbourne (CBD),Lau's Cafe 888,537 Flinders Lane MELBOURNE VIC 3000,Takeaway Food Services,144.9564864,-37.819875,"-37.819875445799994, 144.95648638781466",3000,https://www.google.com/search?q=Lau's+Cafe+888+Melbourne,Chinese
3191,2022,11,103987,103987,Melbourne (CBD),Chef Tan Chinese Restaurant,"Unit 1C, 8 Downie Street MELBOURNE VIC 3000",Cafes and Restaurants,144.9559691,-37.820399,"-37.82039904747718, 144.95596914650002",3000,https://www.google.com/search?q=Chef+Tan+Chinese+Restaurant+Melbourne,Chinese
3200,2022,13,103954,103954,Melbourne (CBD),Tavistock House Cafe,"Shop 1, 381 Flinders Lane MELBOURNE VIC 3000",Cafes and Restaurants,144.961389,-37.818251,"-37.81825089919776, 144.9613890915",3000,https://www.google.com/search?q=Tavistock+House+Cafe+Melbourne,Cafe
3206,2022,14,104003,104003,Melbourne (CBD),Sushi Lian,"Shop 2, Ground 2 Queen Street MELBOURNE VIC 3000",Cafes and Restaurants,144.9627104,-37.818588,"-37.8185876429, 144.96271041415488",3000,https://www.google.com/search?q=Sushi+Lian+Melbourne,Japanese
3208,2022,15,103326,103326,Melbourne (CBD),Osaka Bench,"Shop 6, 289 Flinders Lane MELBOURNE VIC 3000",Takeaway Food Services,144.9649331,-37.817187,"-37.81718670675, 144.96493307630843",3000,https://www.google.com/search?q=Osaka+Bench+Melbourne,Japanese
3213,2022,15,103328,103328,Melbourne (CBD),Flywheel Artisan Goods,"Shop 11, 278 Flinders Street MELBOURNE VIC 3000",Takeaway Food Services,144.965086,-37.81766,"-37.817659955044626, 144.96508581705",3000,https://www.google.com/search?q=Flywheel+Artisan+Goods+Melbourne,Australian
3222,2022,15,104013,104013,Melbourne (CBD),Flora Indian Restaurant,238A Flinders Street MELBOURNE VIC 3000,Cafes and Restaurants,144.9663626,-37.817362,"-37.8173620066211, 144.96636260604998",3000,https://www.google.com/search?q=Flora+Indian+Restaurant+Melbourne,Indian
3223,2022,16,104017,104017,Melbourne (CBD),Toffee Cafe,Part Ground 196 Flinders Street MELBOURNE VIC 3000,Cafes and Restaurants,144.968144,-37.816738,"-37.81673760165252, 144.9681444059",3000,https://www.google.com/search?q=Toffee+Cafe+Melbourne,Cafe
3225,2022,17,103592,103592,Melbourne (CBD),The Fair Trader Cafe,Part Ground 11 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,144.971726,-37.815461,"-37.815461267220016, 144.9717264012",3000,https://www.google.com/search?q=The+Fair+Trader+Cafe+Melbourne,Cafe
3230,2022,17,103925,103925,Melbourne (CBD),Father's Office Downtown,"Unit 1, Gnd & Bmt 121 Flinders Lane MELBOURNE VIC 3000",Cafes and Restaurants,144.970514,-37.815672,"-37.81567232104298, 144.97051356175",3000,https://www.google.com/search?q=Father's+Office+Downtown+Melbourne,Australian
3236,2022,17,104028,104028,Melbourne (CBD),Tonka Bar & Restaurant,20 Duckboard Place MELBOURNE VIC 3000,Cafes and Restaurants,144.971475,-37.815902,"-37.815902008880194, 144.97147521715",3000,https://www.google.com/search?q=Tonka+Bar+&+Restaurant+Melbourne,Indian
3238,2022,17,108593,108593,Melbourne (CBD),Lucy Liu's Kitchen & Bar,23 Oliver Lane MELBOURNE VIC 3000,Cafes and Restaurants,144.969895,-37.815998,"-37.815998105, 144.96989498428633",3000,https://www.google.com/search?q=Lucy+Liu's+Kitchen+&+Bar+Melbourne,Asian Fusion
3248,2022,22,102102,102102,Melbourne (CBD),Greta,"Tenancy 5-6, Ground 477 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,144.958547,-37.818416,"-37.818416261528895, 144.9585472435",3000,https://www.google.com/search?q=Greta+Melbourne,Australian
3250,2022,22,102103,102103,Melbourne (CBD),Ronnie’s Melbourne,Part Ground 495 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,144.958117,-37.81854,"-37.81853994654838, 144.95811744965",3000,https://www.google.com/search?q=Ronnie’s+Melbourne+Melbourne,Australian
3254,2022,23,708081,102100,Melbourne (CBD),First Love Coffee Collins St,"Shop 4, Ground 441 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,144.9598972,-37.818023,"-37.81802291835, 144.95989716728047",3000,https://www.google.com/search?q=First+Love+Coffee+Collins+St+Melbourne,Cafe
3260,2022,24,110765,110765,Melbourne (CBD),Robot Sushi & Bar,12 Bligh Place MELBOURNE VIC 3000,Cafes and Restaurants,144.963914,-37.817185,"-37.81718534175, 144.9639140199169",3000,https://www.google.com/search?q=Robot+Sushi+&+Bar+Melbourne,Japanese
3262,2022,25,101789,101789,Melbourne (CBD),Aix Cafe,24 Centre Place MELBOURNE VIC 3000,Cafes and Restaurants,144.965597,-37.816603,"-37.81660289619204, 144.96559654045",3000,https://www.google.com/search?q=Aix+Cafe+Melbourne,Cafe
3268,2022,25,102083,102083,Melbourne (CBD),Brunetti City,Ground 250 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,144.9656508,-37.816352,"-37.816351987746074, 144.96565081735002",3000,https://www.google.com/search?q=Brunetti+City+Melbourne,Cafe
3271,2022,25,109264,109264,Melbourne (CBD),Sushi Hub Swanston,Ground 51 Swanston Street MELBOURNE VIC 3000,Takeaway Food Services,144.966623,-37.816327,"-37.81632686333168, 144.96662326245",3000,https://www.google.com/search?q=Sushi+Hub+Swanston+Melbourne,Japanese
3272,2022,26,102073,102073,Melbourne (CBD),Liminal Melbourne,Lobby 161 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,144.968762,-37.815452,"-37.81545151804356, 144.96876152725",3000,https://www.google.com/search?q=Liminal+Melbourne+Melbourne,Australian
3288,2022,32,102115,102115,Melbourne (CBD),Sushi Yuzen,Shop G01 535 Little Collins Street MELBOURNE VIC 3000,Takeaway Food Services,144.956811,-37.817704,"-37.81770351484376, 144.9568112744",3000,https://www.google.com/search?q=Sushi+Yuzen+Melbourne,Japanese
3313,2022,34,102135,102135,Melbourne (CBD),Little Ramen Bar,369 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,144.962689,-37.816016,"-37.81601648208985, 144.96268877625",3000,https://www.google.com/search?q=Little+Ramen+Bar+Melbourne,Japanese
3341,2018,1110,593739,593739,Docklands,Igloo Cafe & St Moritz Bar,105 Pearl River Road DOCKLANDS 3008,Cafes and Restaurants,144.9356315,-37.812138,"-37.81213814988652, 144.93563148394998",3008,https://www.google.com/search?q=Igloo+Cafe+&+St+Moritz+Bar+Melbourne,Cafe
3363,2019,4,104034,104034,Melbourne (CBD),Green Light Flinders,"Shop 17, Part 0-0 Flinders Street MELBOURNE 3000",Cafes and Restaurants,144.9657758,-37.818682,"-37.8186817777, 144.96577579893395",3000,https://www.google.com/search?q=Green+Light+Flinders+Melbourne,Cafe
3364,2019,6,110655,110655,Melbourne (CBD),Riverland Bar,"Vault , Part 1-9 Princes Walk MELBOURNE 3000","Pubs, Taverns and Bars",144.9686538,-37.818679,"-37.81867874765, 144.96865384918814",3000,https://www.google.com/search?q=Riverland+Bar+Melbourne,Australian
3366,2019,6,578320,573333,Melbourne (CBD),In a Rush,"Tenancy 3, 2 Swanston Street MELBOURNE 3000",Cafes and Restaurants,144.9699416,-37.817778,"-37.817777826050005, 144.96994164279243",3000,https://www.google.com/search?q=In+a+Rush+Melbourne,Cafe
3368,2019,6,578323,573333,Melbourne (CBD),Time Out Cafe,"Tenancy 30, 2 Swanston Street MELBOURNE 3000",Cafes and Restaurants,144.9699416,-37.817778,"-37.817777826050005, 144.96994164279243",3000,https://www.google.com/search?q=Time+Out+Cafe+Melbourne,Cafe
3369,2019,6,578324,573333,Melbourne (CBD),Transport Hotel,"Tenancy 29, Ground , 2 Swanston Street MELBOURNE 3000","Pubs, Taverns and Bars",144.9699416,-37.817778,"-37.817777826050005, 144.96994164279243",3000,https://www.google.com/search?q=Transport+Hotel+Melbourne,Australian
3382,2019,12,103997,103997,Melbourne (CBD),Riverside Deli & Coffee House,"Shop 1, Ground , 474 Flinders Street MELBOURNE 3000",Cafes and Restaurants,144.9582711,-37.819728,"-37.819727590225824, 144.95827113270002",3000,https://www.google.com/search?q=Riverside+Deli+&+Coffee+House+Melbourne,Cafe
3384,2019,12,103999,103999,Melbourne (CBD),Williams Bar Cafe,"Restaurant , 1 William Street MELBOURNE 3000",Cafes and Restaurants,144.9595109,-37.819433,"-37.81943305785, 144.95951089698593",3000,https://www.google.com/search?q=Williams+Bar+Cafe+Melbourne,Cafe
3387,2019,12,110091,110091,Melbourne (CBD),Hudson's Coffee,"Shop 3, 15 William Street MELBOURNE 3000",Cafes and Restaurants,144.959198,-37.819294,"-37.81929390624698, 144.9591980656",3000,https://www.google.com/search?q=Hudson's+Coffee+Melbourne,Cafe
3389,2019,13,108060,108060,Melbourne (CBD),Koffi Bar,"Part Ground , 31 Queen Street MELBOURNE 3000",Cafes and Restaurants,144.9617788,-37.818227,"-37.81822672415, 144.9617788127255",3000,https://www.google.com/search?q=Koffi+Bar+Melbourne,Cafe
3391,2019,14,103165,103165,Melbourne (CBD),Pho Flinders Express,290 Elizabeth Street MELBOURNE 3000,Cafes and Restaurants,144.964608,-37.818057,"-37.8180566348, 144.96460797480603",3000,https://www.google.com/search?q=Pho+Flinders+Express+Melbourne,Vietnamese
3392,2019,14,103168,103168,Melbourne (CBD),Hungry Jack's,"Shop , Ground , 17-19 Elizabeth Street MELBOURNE 3000",Cafes and Restaurants,144.9644467,-37.817715,"-37.81771541395, 144.96444673531596",3000,https://www.google.com/search?q=Hungry+Jack's+Melbourne,Fast Food
3397,2019,14,108114,108114,Melbourne (CBD),Cafe 34,"Shop 2, Ground , 34 Queen Street MELBOURNE 3000",Cafes and Restaurants,144.9624375,-37.81799,"-37.81798972045, 144.9624374712571",3000,https://www.google.com/search?q=Cafe+34+Melbourne,Cafe
3404,2019,15,103940,103940,Melbourne (CBD),Heart Baker Bun Mee,7 Flinders Lane MELBOURNE 3000,Takeaway Food Services,144.966303,-37.81686,"-37.816859742269926, 144.9663027514",3000,https://www.google.com/search?q=Heart+Baker+Bun+Mee+Melbourne,Vietnamese
3406,2019,15,103943,103943,Melbourne (CBD),Xpressomondo,33-35 Flinders Lane MELBOURNE 3000,Cafes and Restaurants,144.9654761,-37.817103,"-37.81710292815, 144.96547612714323",3000,https://www.google.com/search?q=Xpressomondo+Melbourne,Cafe
3408,2019,15,103943,103943,Melbourne (CBD),The Quarter,27-31 Flinders Lane MELBOURNE 3000,Cafes and Restaurants,144.9654761,-37.817103,"-37.81710292815, 144.96547612714323",3000,https://www.google.com/search?q=The+Quarter+Melbourne,Australian
3416,2019,15,104013,104013,Melbourne (CBD),Flora Indian Restaurant & Cafe,238A Flinders Street MELBOURNE 3000,Cafes and Restaurants,144.9663626,-37.817362,"-37.8173620066211, 144.96636260604998",3000,https://www.google.com/search?q=Flora+Indian+Restaurant+&+Cafe+Melbourne,Indian
3417,2019,15,109258,109258,Melbourne (CBD),McDonalds,9-11 Swanston Street MELBOURNE 3000,Cafes and Restaurants,144.9669306,-37.817239,"-37.8172393345, 144.96693058507103",3000,https://www.google.com/search?q=McDonalds+Melbourne,Fast Food
3419,2019,16,103935,103935,Melbourne (CBD),Kisume Pty Ltd,175-177 Flinders Lane MELBOURNE 3000,Cafes and Restaurants,144.968676,-37.816183,"-37.81618262585636, 144.96867612705",3000,https://www.google.com/search?q=Kisume+Pty+Ltd+Melbourne,Japanese
3427,2019,17,103592,103592,Melbourne (CBD),The Fair Trader Cafe,"Part Ground , 11 Exhibition Street MELBOURNE 3000",Cafes and Restaurants,144.971726,-37.815461,"-37.815461267220016, 144.9717264012",3000,https://www.google.com/search?q=The+Fair+Trader+Cafe+Melbourne,Cafe
3429,2019,17,103920,103920,Melbourne (CBD),Trinket,"Part Gnd & Bmt , 87 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,144.971393,-37.81543,"-37.8154303940914, 144.97139265375",3000,https://www.google.com/search?q=Trinket+Melbourne,Australian
3432,2019,17,103923,103923,Melbourne (CBD),Cafe Kinetic,"Ground , 103 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,144.970964,-37.815567,"-37.81556721749156, 144.97096432815",3000,https://www.google.com/search?q=Cafe+Kinetic+Melbourne,Cafe
3433,2019,17,103924,103924,Melbourne (CBD),Bullrun,"Ground , 107 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,144.970834,-37.815607,"-37.815606546589706, 144.970834384",3000,https://www.google.com/search?q=Bullrun+Melbourne,Australian
3434,2019,17,103925,103925,Melbourne (CBD),Sake Restaurant and Bar,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,144.970514,-37.815672,"-37.81567232104298, 144.97051356175",3000,https://www.google.com/search?q=Sake+Restaurant+and+Bar+Melbourne,Japanese
3435,2019,17,104021,104021,Melbourne (CBD),The Duke of Wellington,"Ground , 142-148 Flinders Street MELBOURNE 3000","Pubs, Taverns and Bars",144.9700863,-37.816408,"-37.8164075051, 144.97008634933397",3000,https://www.google.com/search?q=The+Duke+of+Wellington+Melbourne,Australian
3438,2019,17,104028,104028,Melbourne (CBD),Tonka Bar & Restaurant,20 Flinders Street MELBOURNE 3000,Cafes and Restaurants,144.971475,-37.815902,"-37.815902008880194, 144.97147521715",3000,https://www.google.com/search?q=Tonka+Bar+&+Restaurant+Melbourne,Indian
3440,2019,17,110277,110277,Melbourne (CBD),Lee Ho Fook,11-15 Duckboard Place MELBOURNE 3000,Cafes and Restaurants,144.971316,-37.81559,"-37.81559008154641, 144.97131551255",3000,https://www.google.com/search?q=Lee+Ho+Fook+Melbourne,Australian
3443,2019,18,104033,104033,Melbourne (CBD),Felt Restaurant,"Part Ground , 26 Flinders Street MELBOURNE 3000",Cafes and Restaurants,144.97359,-37.815285,"-37.81528521061472, 144.9735897283",3000,https://www.google.com/search?q=Felt+Restaurant+Melbourne,Australian
3448,2019,21,579252,579252,Melbourne (CBD),Buddabah,"Tenancy 1, 567 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.9557247,-37.81902,"-37.8190200855, 144.95572468102446",3000,https://www.google.com/search?q=Buddabah+Melbourne,Australian
3450,2019,21,579252,579252,Melbourne (CBD),Pho Nom,"Tenancy 4, 567 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.9557247,-37.81902,"-37.8190200855, 144.95572468102446",3000,https://www.google.com/search?q=Pho+Nom+Melbourne,Vietnamese
3452,2019,21,579252,579252,Melbourne (CBD),Black Rice,"Tenancy 3, 567 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.9557247,-37.81902,"-37.8190200855, 144.95572468102446",3000,https://www.google.com/search?q=Black+Rice+Melbourne,Japanese
3453,2019,21,579252,579252,Melbourne (CBD),Sargon,567 Collins Street MELBOURNE 3000,Takeaway Food Services,144.9557247,-37.81902,"-37.8190200855, 144.95572468102446",3000,https://www.google.com/search?q=Sargon+Melbourne,Australian
3455,2019,22,102103,102103,Melbourne (CBD),Bonnie Coffee Brewers,"Shop 5, 495 Collins Street MELBOURNE 3000",Takeaway Food Services,144.958117,-37.81854,"-37.81853994654838, 144.95811744965",3000,https://www.google.com/search?q=Bonnie+Coffee+Brewers+Melbourne,Cafe
3456,2019,22,102103,102103,Melbourne (CBD),Alluvial Restaurant,"Part Ground , 495 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.958117,-37.81854,"-37.81853994654838, 144.95811744965",3000,https://www.google.com/search?q=Alluvial+Restaurant+Melbourne,Australian
3457,2019,22,102104,102104,Melbourne (CBD),Sensory Lab,"Shop , Podium , 525-535 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.95747,-37.818661,"-37.81866072318769, 144.95747025505",3000,https://www.google.com/search?q=Sensory+Lab+Melbourne,Cafe
3461,2019,22,105397,105397,Melbourne (CBD),Rare Steakhouse,42-44 King Street MELBOURNE 3000,Cafes and Restaurants,144.9573227,-37.819184,"-37.81918403029999, 144.95732265608572",3000,https://www.google.com/search?q=Rare+Steakhouse+Melbourne,Steakhouse
3462,2019,23,102094,102094,Melbourne (CBD),The Old Chamber,"Part Ground , 395 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.961435,-37.817313,"-37.8173132351877, 144.96143454205",3000,https://www.google.com/search?q=The+Old+Chamber+Melbourne,Australian
3463,2019,23,102095,102095,Melbourne (CBD),Natural History Bar & Grill,"Ground , 401 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.961211,-37.817379,"-37.817379248719035, 144.96121110745",3000,https://www.google.com/search?q=Natural+History+Bar+&+Grill+Melbourne,Australian
3465,2019,23,106436,106436,Melbourne (CBD),Oak & Vine Restaurant,"Unit 2, Ground , 60 Market Street MELBOURNE 3000",Cafes and Restaurants,144.9608187,-37.817777,"-37.817777314249994, 144.9608187218783",3000,https://www.google.com/search?q=Oak+&+Vine+Restaurant+Melbourne,Australian
3470,2019,24,102091,102091,Melbourne (CBD),Roll'D,"Tenancy 6, 332-340 Collins Street MELBOURNE 3000",Takeaway Food Services,144.962791,-37.817297,"-37.81729659038814, 144.96279108305",3000,https://www.google.com/search?q=Roll'D+Melbourne,Vietnamese
3472,2019,24,102091,102091,Melbourne (CBD),Little Bean Bambini,"Tenancy 9, 332-340 Collins Street MELBOURNE 3000",Takeaway Food Services,144.962791,-37.817297,"-37.81729659038814, 144.96279108305",3000,https://www.google.com/search?q=Little+Bean+Bambini+Melbourne,Cafe
3474,2019,24,108113,108113,Melbourne (CBD),Shuji Sushi,"Shop 2, Ground , 50 Queen Street MELBOURNE 3000",Cafes and Restaurants,144.962189,-37.817586,"-37.81758582722897, 144.96218857225",3000,https://www.google.com/search?q=Shuji+Sushi+Melbourne,Japanese
3476,2019,24,110765,110765,Melbourne (CBD),Robot Sushi & Bar,12 Flinders Lane MELBOURNE 3000,Cafes and Restaurants,144.963914,-37.817185,"-37.81718534175, 144.9639140199169",3000,https://www.google.com/search?q=Robot+Sushi+&+Bar+Melbourne,Japanese
3477,2019,24,110765,110765,Melbourne (CBD),Yum Yum Dumplings,306 Flinders Lane MELBOURNE 3000,Cafes and Restaurants,144.963914,-37.817185,"-37.81718534175, 144.9639140199169",3000,https://www.google.com/search?q=Yum+Yum+Dumplings+Melbourne,Chinese
3478,2019,25,101788,101788,Melbourne (CBD),Shandong Mama Mini,"Shop 5,  Flinders Lane MELBOURNE 3000",Takeaway Food Services,144.9654744,-37.816645,"-37.81664451891887, 144.96547439875002",3000,https://www.google.com/search?q=Shandong+Mama+Mini+Melbourne,Chinese
3482,2019,25,101789,101789,Melbourne (CBD),Yen Sushi Noodle,12 Flinders Lane MELBOURNE 3000,Takeaway Food Services,144.965597,-37.816603,"-37.81660289619204, 144.96559654045",3000,https://www.google.com/search?q=Yen+Sushi+Noodle+Melbourne,Japanese
3484,2019,25,101789,101789,Melbourne (CBD),3 Lt Monkeys,4 Flinders Lane MELBOURNE 3000,Takeaway Food Services,144.965597,-37.816603,"-37.81660289619204, 144.96559654045",3000,https://www.google.com/search?q=3+Lt+Monkeys+Melbourne,Australian
3486,2019,25,101789,101789,Melbourne (CBD),Centro Espresso Caffe,"Shop 2, 252 Flinders Lane MELBOURNE 3000",Takeaway Food Services,144.965597,-37.816603,"-37.81660289619204, 144.96559654045",3000,https://www.google.com/search?q=Centro+Espresso+Caffe+Melbourne,Cafe
3487,2019,25,102079,102079,Melbourne (CBD),Om Vegetarian,"Shop 4, Ground , 227 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.9663262,-37.81584,"-37.815840386000005, 144.9663261592912",3000,https://www.google.com/search?q=Om+Vegetarian+Melbourne,Indian
3492,2019,26,109418,109418,Melbourne (CBD),Lobby Lounge,Part 205 Collins Street MELBOURNE 3000,Cafes and Restaurants,144.967425,-37.815811,"-37.81581123044113, 144.9674251999",3000,https://www.google.com/search?q=Lobby+Lounge+Melbourne,Cafe
3493,2019,27,102064,102064,Melbourne (CBD),Harley House,"Basement , 71 Collins Street MELBOURNE 3000","Pubs, Taverns and Bars",144.971349,-37.814344,"-37.81434422060704, 144.97134923095",3000,https://www.google.com/search?q=Harley+House+Melbourne,Australian
3494,2019,27,102065,102065,Melbourne (CBD),Alexandra Club,81 Collins Street MELBOURNE 3000,Clubs (Hospitality),144.971178,-37.814408,"-37.81440840355, 144.97117801063422",3000,https://www.google.com/search?q=Alexandra+Club+Melbourne,Australian
3497,2019,27,541562,102071,Melbourne (CBD),Collins Kitchen,"Part UprGround , 121-131 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.969808,-37.815116,"-37.81511565165, 144.96980796645528",3000,https://www.google.com/search?q=Collins+Kitchen+Melbourne,Australian
3498,2019,28,102057,102057,Melbourne (CBD),Howitt House,"Kiosk 0, Lobby 0, 1-0 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.973714,-37.813723,"-37.81372275735, 144.97371404676704",3000,https://www.google.com/search?q=Howitt+House+Melbourne,Cafe
3501,2019,28,102061,102060,Melbourne (CBD),Pope Joan,"Shop 13, 45 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.9726256,-37.814305,"-37.81430518125, 144.97262557265284",3000,https://www.google.com/search?q=Pope+Joan+Melbourne,Australian
3508,2019,31,102113,102113,Melbourne (CBD),Don Don Japanese Restaurant,"Lot 102, Level 1, 564 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.9558442,-37.818245,"-37.81824450365, 144.95584419736474",3000,https://www.google.com/search?q=Don+Don+Japanese+Restaurant+Melbourne,Japanese
3510,2019,31,105942,105942,Melbourne (CBD),Pho n Roll,"Ground , 585 Little Collins Street MELBOURNE 3000",Takeaway Food Services,144.9554429,-37.817867,"-37.817866889206215, 144.95544292850002",3000,https://www.google.com/search?q=Pho+n+Roll+Melbourne,Vietnamese
3513,2019,32,102117,102117,Melbourne (CBD),Cafenatics On Church,"Shop 5, 500 Collins Street MELBOURNE 3000",Cafes and Restaurants,144.957476,-37.817563,"-37.81756267366522, 144.9574758159",3000,https://www.google.com/search?q=Cafenatics+On+Church+Melbourne,Cafe
3514,2019,32,102117,102117,Melbourne (CBD),Express Kartel,"Shop 9, 500 Collins Street MELBOURNE 3000",Takeaway Food Services,144.957476,-37.817563,"-37.81756267366522, 144.9574758159",3000,https://www.google.com/search?q=Express+Kartel+Melbourne,Cafe
3518,2019,32,110093,110093,Melbourne (CBD),Culpa Espresso,"Part Ground , 91-97 William Street MELBOURNE 3000",Takeaway Food Services,144.9585188,-37.817118,"-37.8171182426, 144.95851884245724",3000,https://www.google.com/search?q=Culpa+Espresso+Melbourne,Cafe
3522,2019,33,100730,100730,Melbourne (CBD),Melbourne Savage Club,12-16 Bank Place MELBOURNE 3000,Clubs (Hospitality),144.9605773,-37.816545,"-37.81654512525, 144.9605773490057",3000,https://www.google.com/search?q=Melbourne+Savage+Club+Melbourne,Australian
3523,2019,33,100731,100731,Melbourne (CBD),Treviso,"Basement , 8 Bank Place MELBOURNE 3000",Cafes and Restaurants,144.960646,-37.816692,"-37.816691594, 144.96064604214507",3000,https://www.google.com/search?q=Treviso+Melbourne,Australian
3527,2019,33,102125,102125,Melbourne (CBD),Bon,"Shop 1, Ground , 422 Collins Street MELBOURNE 3000",Takeaway Food Services,144.959998,-37.8168,"-37.81679997359694, 144.959997801",3000,https://www.google.com/search?q=Bon+Melbourne,Australian
3531,2019,33,105936,105936,Melbourne (CBD),Dikstein's Corner Bar,433 Little Collins Street MELBOURNE 3000,Cafes and Restaurants,144.9603418,-37.816314,"-37.816313871331374, 144.96034180549998",3000,https://www.google.com/search?q=Dikstein's+Corner+Bar+Melbourne,Australian
